t_test,log2_fold_changes,p_values,fdr,significance
3.4718662166275234,-0.7795873000956757,0.01327353428914708,0.04828749401771595,*
4.0313253887425216,-0.8103854917991464,0.0068699468131042185,0.045961341868830184,*
4.089192231927612,-0.7308793032205596,0.006435118447040476,0.045961341868830184,*
3.723893875968422,-0.8046045440424372,0.009807136841974366,0.04675768794280785,*
3.9528233829541115,-0.7758993185685306,0.007513280403637491,0.045961341868830184,*
7.588411981621697,-0.7889351533048163,0.0002724340775428458,0.02270283979523715,*
4.253088187648454,-0.666280082833838,0.005361874166733338,0.04495441945426961,*
4.172860441383157,-0.6724292378620245,0.005859849436385935,0.04507576489527642,*
3.997023260317288,-0.750056794699896,0.007143162598295471,0.045961341868830184,*
5.374259791528881,-0.918012704669195,0.0017048999144427006,0.03603111631070749,*
4.696696244102851,-0.8333517227369125,0.003337574384486634,0.041719679806082925,*
3.733817848439534,-0.6380595486071048,0.009692895140267947,0.04675768794280785,*
4.014036576282595,-0.6593909112202816,0.007006163344490076,0.045961341868830184,*
3.960504154454252,-0.8107600002999344,0.007447454792243408,0.045961341868830184,*
4.041990246103198,-0.7177818347306353,0.006787397331522632,0.045961341868830184,*
3.4254915195266245,-0.6748339072115819,0.014048688490254283,0.04856874777432428,*
3.5832653912393733,-0.6340378782163949,0.011597436451502581,0.04792329112191149,*
3.604493044939154,-0.836954179842607,0.011305376129902478,0.047727757982175274,*
3.9540983127685694,-0.7730878372229206,0.007502309209804557,0.045961341868830184,*
5.39188911312173,-0.8402307864541338,0.001676687671058827,0.03603111631070749,*
4.342674244532194,-0.7336296649825034,0.004861140886276835,0.04495441945426961,*
5.12930175023757,-0.73871676862675,0.00215848244786899,0.03603111631070749,*
4.508245784318686,-0.9159750750424571,0.004068075540254735,0.04403645074918543,*
5.476309085301812,-0.8995173839501085,0.0015487478019165603,0.03603111631070749,*
3.816029898378714,-0.5972230878643661,0.008801388461853889,0.04675768794280785,*
3.699057006445139,-0.6828943399695326,0.010099660595646496,0.04675768794280785,*
4.712281794784094,-0.6710397357927746,0.0032841216443306176,0.041719679806082925,*
3.7063729536035255,-0.7002491098007457,0.010012500713832839,0.04675768794280785,*
3.540461015091832,-0.5289523822118909,0.01221208764465492,0.04803136370903339,*
4.639979808532032,-0.7433650255462521,0.0035405565941750428,0.04317751944115906,*
5.853361029576681,-2.7450003738237623,0.0010978126092845814,0.03603111631070749,*
4.103507757800228,-0.5921719092661633,0.006332358193206838,0.045961341868830184,*
5.131571827427397,-0.8661197300341463,0.0021536930483606965,0.03603111631070749,*
5.652575965916091,-0.8164809331803085,0.001315865855972198,0.03603111631070749,*
3.4839796837186934,-0.6181501886792145,0.013078911386064769,0.04828749401771595,*
3.7809065532447907,-0.6489055598910625,0.009170599388798995,0.04675768794280785,*
4.880245707233925,-0.6770808528455481,0.0027655403000506227,0.03737216621690031,*
3.8106844033797134,-0.7027928489116233,0.008856496772120933,0.04675768794280785,*
5.416794827227277,-0.7284996688409979,0.0016377320013247578,0.03603111631070749,*
3.4532020899792615,-0.7054612465189924,0.013579687146086997,0.04828749401771595,*
6.8059703684650295,-0.7904281257608456,0.0004930523689261082,0.030815773057881763,*
3.593567734677232,-0.6050220016905694,0.011454661915722066,0.047727757982175274,*
3.540380252664628,-0.7907815335768635,0.012213280876694398,0.04803136370903339,*
3.976883553610465,-0.7150784906387919,0.007309220086376031,0.045961341868830184,*
4.109198139386167,-0.6165429324979002,0.006292022575841667,0.045961341868830184,*
5.075547716995017,-0.7093773639209555,0.0022755035264190857,0.03603111631070749,*
4.286774211901471,-0.7570330037441906,0.005167088496346785,0.04495441945426961,*
4.981172519709532,-0.7218574773549289,0.0024988049383180364,0.037073297825101444,*
4.432162151495629,-0.5862736166616749,0.004412835658575055,0.04495441945426961,*
4.305378505037262,-0.8074912480817265,0.005062925688182815,0.04495441945426961,*
3.926617311620477,-0.6606104172639897,0.007742806764834095,0.04608813550496485,*
3.939434650178038,-0.7468957167236301,0.0076295827502258105,0.045961341868830184,*
4.952917047426569,-0.6390732739687923,0.002570419927691457,0.037073297825101444,*
3.5293533604993854,-0.7288585600590913,0.012377415015265047,0.04803136370903339,*
3.4651869721790978,-0.6397673618340143,0.013382212338543557,0.04828749401771595,*
4.943373924047717,-1.0821138571376308,0.002595130847757101,0.037073297825101444,*
3.6892127330790876,-0.6140577821222895,0.010218273939431454,0.046872816235924104,*
3.8252718009037627,-0.7990695341799938,0.008707008929717187,0.04675768794280785,*
3.767664986576073,-0.6801770082990348,0.009314237773181265,0.04675768794280785,*
3.6486536763814166,-0.7042034499257408,0.010723534322771061,0.047449266914916195,*
3.546981312294678,-0.8485129357349868,0.012116176715614237,0.04803136370903339,*
3.488618276537244,-0.6588657897336869,0.013005220228696338,0.04828749401771595,*
3.9520483349444344,-0.5590250191246104,0.007519958701070297,0.045961341868830184,*
3.4825448132782943,-0.6692605681259369,0.013101799723844568,0.04828749401771595,*
4.213000186203337,-0.6335087568709756,0.005604501175427873,0.04495441945426961,*
3.5156877395005073,-0.7601426884449918,0.012584217291766748,0.04803136370903339,*
3.764781381405833,-0.8352898901025725,0.009345848381270096,0.04675768794280785,*
5.486056874223009,-0.8107410686650471,0.001534704327157376,0.03603111631070749,*
3.526447906379246,-0.6460888449951412,0.012421067080394881,0.04803136370903339,*
4.479150814886309,-0.6295924047199897,0.00419619941441482,0.04403645074918543,*
4.191539212129109,-0.5777688213286538,0.005739436814288543,0.04495441945426961,*
3.8633187204149237,-0.7582997993578715,0.008330162198098979,0.04675768794280785,*
5.074915000936253,-0.6866971705851128,0.002276923169470037,0.03603111631070749,*
3.4509547377286163,-0.6800005203670061,0.013617073312995897,0.04828749401771595,*
3.82393108683763,-0.7404193795872693,0.00872063035484966,0.04675768794280785,*
6.983548475191847,-0.7623288883595656,0.0004289230194365831,0.030637358531184506,*
3.705613273691298,-0.684993460702854,0.010021512338610082,0.04675768794280785,*
3.7316154540376534,-0.8139374454951458,0.009718120229377597,0.04675768794280785,*
3.8551964058655535,-0.664533310148931,0.008409061100538361,0.04675768794280785,*
6.170435517121078,-0.8646245547296623,0.0008322849281004836,0.03603111631070749,*
4.369318168222128,-0.7603147509307426,0.004722521789871692,0.04495441945426961,*
3.5164293967352096,-0.7261149535064071,0.012572896337020469,0.04803136370903339,*
4.147639468208773,-0.6986343032274727,0.006026954598588707,0.04565874695900536,*
5.316629620736467,-0.5825129043498398,0.0018009658205726407,0.03603111631070749,*
7.92058326132074,-0.8360287366218309,0.0002150371206907228,0.02150371206907228,*
3.423392387896267,-0.6393999672339996,0.014084936854554043,0.04856874777432428,*
3.4628333042675137,-0.705770516008041,0.01342074244034614,0.04828749401771595,*
4.509239042661663,-0.6264028640774821,0.004063780067588103,0.04403645074918543,*
3.5939968186500995,-0.6389879379741714,0.01144875782080163,0.047727757982175274,*
-4.710287311873971,1.5648860962745434,0.0032909077137393645,0.041719679806082925,*
4.189230953303845,-0.7080717340701677,0.005754165690146511,0.04495441945426961,*
3.6574814251712096,-0.720492321245727,0.01061124854890122,0.0474450156485943,*
6.073233630392286,-0.7838753416589501,0.0009049644721774117,0.03603111631070749,*
8.194808638876522,-0.9196163034618206,0.00017799416334045241,0.02150371206907228,*
3.566290723185455,-0.7753119379956299,0.0118369938387184,0.04803136370903339,*
3.664584666788161,-0.6980016979341865,0.010521844030170717,0.0474450156485943,*
4.514594072099875,-0.6400356185744602,0.004040709449089215,0.04403645074918543,*
6.030487402950766,-0.7984010773968571,0.000939206812875794,0.03603111631070749,*
3.9555515665351852,-0.5303128677281448,0.007489825284092132,0.045961341868830184,*
5.062057209194788,-0.7743065175442432,0.0023059914438852795,0.03603111631070749,*
3.795847451077732,-0.6053723695911444,0.009011477753577342,0.04675768794280785,*
5.142252909228794,-0.6944416477658812,0.0021313195036624763,0.03603111631070749,*
3.553587952165293,-0.7228387920741639,0.01201984430035738,0.04803136370903339,*
3.7959616758901324,-0.7948663000432035,0.009010273140644455,0.04675768794280785,*
4.413932883138866,-0.7946240751613374,0.0045002478108521395,0.04495441945426961,*
4.25973073882722,-0.7143202363659658,0.005322820805424642,0.04495441945426961,*
3.8809951280717496,-0.7440872706682242,0.00816129118615069,0.04675768794280785,*
3.7289789270547753,-0.6331120794816565,0.009748413589645066,0.04675768794280785,*
3.460311253861789,-0.6397241562083877,0.013462164838135482,0.04828749401771595,*
3.5441687213017117,-0.6975276835100939,0.012157446290915055,0.04803136370903339,*
3.4039706915999726,-0.7739550272998947,0.014425244452251004,0.049401522096750014,*
23.21365272832736,-3.4073798285930685,4.190037142529103e-07,0.00020950185712645514,***
3.4667866796481603,-0.6981899495366388,0.013356094390331641,0.04828749401771595,*
4.60334249665271,-0.7044309653667415,0.0036790801202588185,0.04379857286022403,*
5.161918324197407,-0.5967179768971249,0.002090813437504324,0.03603111631070749,*
3.9802793977512736,-0.7375121691128808,0.00728092070117837,0.045961341868830184,*
4.244710498843373,-0.6540409925387021,0.00541158829082276,0.04495441945426961,*
5.631113557998166,-0.7298966999087142,0.0013419694221860608,0.03603111631070749,*
5.098558025229164,-0.7249679371767463,0.0022245508622713377,0.03603111631070749,*
-16.426993879119497,2.534352263350561,3.242482981813673e-06,0.0008106207454534182,***
3.7767940762584766,-0.6259387213505434,0.009214944219277836,0.04675768794280785,*
3.443282446576115,-0.6542164581770908,0.013745564279833996,0.048399874224767596,*
4.338066206962597,-0.8321816176136165,0.004885575962050092,0.04495441945426961,*
4.475505756133297,-0.8958591994765781,0.004212569048313914,0.04403645074918543,*
3.6561828797334934,-0.6743641137723859,0.010627683505285123,0.0474450156485943,*
4.22956073441909,-0.6309032131074108,0.00550280785251185,0.04495441945426961,*
3.9406155283251247,-0.7541863339942463,0.007619244572391197,0.045961341868830184,*
3.613857987523075,-0.673733998366778,0.011179125045755748,0.047727757982175274,*
4.472195099750646,-0.7607924562403241,0.004227499271921801,0.04403645074918543,*
4.881188019628977,-0.8454754127884723,0.0027629051703258398,0.03737216621690031,*
4.322765841671274,-0.8630396428101337,0.004967705025476918,0.04495441945426961,*
3.733837484397735,-0.7920814544541379,0.009692670567494791,0.04675768794280785,*
3.625818643014201,-0.5465235764866829,0.011020145540426662,0.047727757982175274,*
5.181626305961905,-0.791075842005478,0.00205109466911084,0.03603111631070749,*
3.5937632814335636,-0.49084975752263915,0.011451970820318753,0.047727757982175274,*
3.832530551801988,-0.6759676237040217,0.00863367129135683,0.04675768794280785,*
6.063997592236341,-0.6769028017677847,0.0009122404568522294,0.03603111631070749,*
3.761189012448337,-0.6106759844435778,0.009385395532078965,0.04675768794280785,*
5.734786821073502,-1.0371709256460226,0.0012210984060750446,0.03603111631070749,*
3.9782661859935375,-0.6414148963738096,0.007297683071782435,0.045961341868830184,*
4.365154027195359,-0.5570107308344472,0.004743890288031923,0.04495441945426961,*
3.4374679877138985,-0.4832384880625682,0.013843831555757628,0.04840500543971199,*
3.7025108460813776,-0.6443174875983129,0.010058408142716585,0.04675768794280785,*
5.152349993399629,-0.7944683822184615,0.0021104116676385907,0.03603111631070749,*
3.616179885621666,-0.7091141417481506,0.01114806504136415,0.047727757982175274,*
12.332733251967639,-3.172035660478313,1.733078849677754e-05,0.002888464749462923,**
